image_id,file_name,width,height,annotation_count,categories,source_url,sample_origin
79408,000000079408.jpg,640,427,1,stop sign,http://images.cocodataset.org/val2017/000000079408.jpg,original_coco300
80340,000000080340.jpg,640,427,20,chair|cup|dining table|person|suitcase|tie|wine glass,http://images.cocodataset.org/val2017/000000080340.jpg,original_coco300
82085,000000082085.jpg,640,428,12,person|train,http://images.cocodataset.org/val2017/000000082085.jpg,original_coco300
85089,000000085089.jpg,640,428,7,person|wine glass,http://images.cocodataset.org/val2017/000000085089.jpg,original_coco300
85772,000000085772.jpg,640,427,4,person|sports ball|tennis racket,http://images.cocodataset.org/val2017/000000085772.jpg,original_coco300
87244,000000087244.jpg,375,500,3,bench|fire hydrant|person,http://images.cocodataset.org/val2017/000000087244.jpg,original_coco300
89271,000000089271.jpg,640,524,1,cat,http://images.cocodataset.org/val2017/000000089271.jpg,original_coco300
92660,000000092660.jpg,640,427,16,bottle|broccoli|cup|pizza,http://images.cocodataset.org/val2017/000000092660.jpg,original_coco300
92939,000000092939.jpg,424,640,14,cake|chair|cup|knife|person|wine glass,http://images.cocodataset.org/val2017/000000092939.jpg,original_coco300
97924,000000097924.jpg,600,400,6,horse|person|truck,http://images.cocodataset.org/val2017/000000097924.jpg,original_coco300
99182,000000099182.jpg,500,334,3,bed|book|person,http://images.cocodataset.org/val2017/000000099182.jpg,original_coco300
102331,000000102331.jpg,500,357,2,motorcycle|person,http://images.cocodataset.org/val2017/000000102331.jpg,original_coco300
105923,000000105923.jpg,640,468,9,car|elephant|person,http://images.cocodataset.org/val2017/000000105923.jpg,original_coco300
106912,000000106912.jpg,612,612,2,person|skateboard,http://images.cocodataset.org/val2017/000000106912.jpg,original_coco300
113867,000000113867.jpg,633,640,1,clock,http://images.cocodataset.org/val2017/000000113867.jpg,original_coco300
114884,000000114884.jpg,500,329,33,backpack|bus|handbag|person|suitcase,http://images.cocodataset.org/val2017/000000114884.jpg,original_coco300
115885,000000115885.jpg,500,375,3,bed|cat|laptop,http://images.cocodataset.org/val2017/000000115885.jpg,original_coco300
116589,000000116589.jpg,500,375,3,zebra,http://images.cocodataset.org/val2017/000000116589.jpg,original_coco300
119995,000000119995.jpg,468,500,6,person|tennis racket,http://images.cocodataset.org/val2017/000000119995.jpg,original_coco300
121506,000000121506.jpg,612,612,9,bench|car|chair|dining table|umbrella,http://images.cocodataset.org/val2017/000000121506.jpg,original_coco300
128372,000000128372.jpg,640,427,16,bus|car|handbag|person,http://images.cocodataset.org/val2017/000000128372.jpg,original_coco300
129945,000000129945.jpg,640,320,5,baseball bat|baseball glove|person,http://images.cocodataset.org/val2017/000000129945.jpg,original_coco300
131379,000000131379.jpg,640,480,1,cake,http://images.cocodataset.org/val2017/000000131379.jpg,original_coco300
132622,000000132622.jpg,640,512,1,bear,http://images.cocodataset.org/val2017/000000132622.jpg,original_coco300
132796,000000132796.jpg,640,426,9,backpack|bench|chair|elephant|person,http://images.cocodataset.org/val2017/000000132796.jpg,original_coco300
133087,000000133087.jpg,640,429,4,traffic light,http://images.cocodataset.org/val2017/000000133087.jpg,original_coco300
133233,000000133233.jpg,640,361,13,boat,http://images.cocodataset.org/val2017/000000133233.jpg,original_coco300
134112,000000134112.jpg,500,357,3,bed|dog|laptop,http://images.cocodataset.org/val2017/000000134112.jpg,original_coco300
138856,000000138856.jpg,640,480,2,bowl|oven,http://images.cocodataset.org/val2017/000000138856.jpg,original_coco300
139260,000000139260.jpg,640,388,6,banana|bowl|dining table|spoon,http://images.cocodataset.org/val2017/000000139260.jpg,original_coco300
139883,000000139883.jpg,640,427,4,frisbee,http://images.cocodataset.org/val2017/000000139883.jpg,original_coco300
140439,000000140439.jpg,428,640,9,dining table|potted plant|vase,http://images.cocodataset.org/val2017/000000140439.jpg,original_coco300
140987,000000140987.jpg,425,640,18,chair|cup|dining table|person|pizza|potted plant,http://images.cocodataset.org/val2017/000000140987.jpg,original_coco300
142585,000000142585.jpg,375,500,11,bus|car|motorcycle|person|traffic light|truck,http://images.cocodataset.org/val2017/000000142585.jpg,original_coco300
145597,000000145597.jpg,640,480,19,bottle|cup|handbag|orange|person|wine glass,http://images.cocodataset.org/val2017/000000145597.jpg,original_coco300
146457,000000146457.jpg,640,480,13,bottle|bowl|chair|dining table|person|pizza,http://images.cocodataset.org/val2017/000000146457.jpg,original_coco300
146498,000000146498.jpg,640,480,6,car,http://images.cocodataset.org/val2017/000000146498.jpg,original_coco300
147338,000000147338.jpg,480,640,6,car|fire hydrant|truck,http://images.cocodataset.org/val2017/000000147338.jpg,original_coco300
147518,000000147518.jpg,480,640,4,book|sink|toilet,http://images.cocodataset.org/val2017/000000147518.jpg,original_coco300
148662,000000148662.jpg,640,480,4,hot dog|person,http://images.cocodataset.org/val2017/000000148662.jpg,original_coco300
154425,000000154425.jpg,640,425,2,kite|person,http://images.cocodataset.org/val2017/000000154425.jpg,original_coco300
161781,000000161781.jpg,640,428,2,person|skis,http://images.cocodataset.org/val2017/000000161781.jpg,original_coco300
162858,000000162858.jpg,428,640,17,bicycle|car|person|traffic light,http://images.cocodataset.org/val2017/000000162858.jpg,original_coco300
163117,000000163117.jpg,376,500,27,backpack|handbag|kite|person,http://images.cocodataset.org/val2017/000000163117.jpg,original_coco300
167067,000000167067.jpg,375,500,2,person|tie,http://images.cocodataset.org/val2017/000000167067.jpg,original_coco300
172595,000000172595.jpg,640,360,15,backpack|book|bottle|cell phone|chair|handbag|keyboard|laptop|mouse|tv,http://images.cocodataset.org/val2017/000000172595.jpg,original_coco300
173371,000000173371.jpg,612,612,10,cup|dining table|fork|knife|pizza,http://images.cocodataset.org/val2017/000000173371.jpg,original_coco300
175438,000000175438.jpg,640,468,18,car|clock|potted plant|traffic light,http://images.cocodataset.org/val2017/000000175438.jpg,original_coco300
176857,000000176857.jpg,500,375,16,cat|cell phone|handbag|person,http://images.cocodataset.org/val2017/000000176857.jpg,original_coco300
177893,000000177893.jpg,640,428,3,bus|car,http://images.cocodataset.org/val2017/000000177893.jpg,original_coco300
177934,000000177934.jpg,640,480,18,bottle|car|motorcycle|person|truck,http://images.cocodataset.org/val2017/000000177934.jpg,original_coco300
181421,000000181421.jpg,640,446,5,boat|person|umbrella,http://images.cocodataset.org/val2017/000000181421.jpg,original_coco300
182441,000000182441.jpg,640,399,26,bird|person,http://images.cocodataset.org/val2017/000000182441.jpg,original_coco300
184791,000000184791.jpg,640,500,7,bowl|orange,http://images.cocodataset.org/val2017/000000184791.jpg,original_coco300
186980,000000186980.jpg,457,640,14,bowl|chair|dining table|knife|microwave|oven|refrigerator|sink|spoon|wine glass,http://images.cocodataset.org/val2017/000000186980.jpg,original_coco300
189078,000000189078.jpg,500,334,7,apple|banana|orange,http://images.cocodataset.org/val2017/000000189078.jpg,original_coco300
195165,000000195165.jpg,640,478,17,bottle|bowl|sink|toilet,http://images.cocodataset.org/val2017/000000195165.jpg,original_coco300
195918,000000195918.jpg,640,428,6,chair|keyboard|laptop|mouse|tv,http://images.cocodataset.org/val2017/000000195918.jpg,original_coco300
196009,000000196009.jpg,640,480,3,carrot|spoon,http://images.cocodataset.org/val2017/000000196009.jpg,original_coco300
197388,000000197388.jpg,640,392,9,person|skis,http://images.cocodataset.org/val2017/000000197388.jpg,original_coco300
199055,000000199055.jpg,480,640,2,person|skateboard,http://images.cocodataset.org/val2017/000000199055.jpg,original_coco300
199310,000000199310.jpg,427,640,2,person|tennis racket,http://images.cocodataset.org/val2017/000000199310.jpg,original_coco300
201072,000000201072.jpg,411,640,5,person|tennis racket,http://images.cocodataset.org/val2017/000000201072.jpg,original_coco300
201426,000000201426.jpg,640,490,9,cake|chair|cup|dining table|person|pizza,http://images.cocodataset.org/val2017/000000201426.jpg,original_coco300
202445,000000202445.jpg,612,612,2,bed|cat,http://images.cocodataset.org/val2017/000000202445.jpg,original_coco300
203629,000000203629.jpg,640,427,14,cell phone|cup|person,http://images.cocodataset.org/val2017/000000203629.jpg,original_coco300
203639,000000203639.jpg,486,640,2,person|tie,http://images.cocodataset.org/val2017/000000203639.jpg,original_coco300
204871,000000204871.jpg,612,612,11,bus|car|fire hydrant|person|traffic light,http://images.cocodataset.org/val2017/000000204871.jpg,original_coco300
205647,000000205647.jpg,640,427,1,truck,http://images.cocodataset.org/val2017/000000205647.jpg,original_coco300
210273,000000210273.jpg,640,428,41,bicycle|bus|car|person,http://images.cocodataset.org/val2017/000000210273.jpg,original_coco300
210299,000000210299.jpg,640,480,2,bicycle|person,http://images.cocodataset.org/val2017/000000210299.jpg,original_coco300
212166,000000212166.jpg,612,612,1,person,http://images.cocodataset.org/val2017/000000212166.jpg,original_coco300
213593,000000213593.jpg,640,426,10,car|person|stop sign|traffic light,http://images.cocodataset.org/val2017/000000213593.jpg,original_coco300
216419,000000216419.jpg,640,467,2,clock|traffic light,http://images.cocodataset.org/val2017/000000216419.jpg,original_coco300
218424,000000218424.jpg,640,480,4,zebra,http://images.cocodataset.org/val2017/000000218424.jpg,original_coco300
222094,000000222094.jpg,500,375,11,car|stop sign|truck,http://images.cocodataset.org/val2017/000000222094.jpg,original_coco300
226147,000000226147.jpg,480,640,21,backpack|cell phone|chair|clock|cup|dining table|fork|handbag|knife|person|sandwich|spoon|vase,http://images.cocodataset.org/val2017/000000226147.jpg,original_coco300
226417,000000226417.jpg,500,333,25,backpack|bicycle|car|fire hydrant|handbag|motorcycle|person|traffic light,http://images.cocodataset.org/val2017/000000226417.jpg,original_coco300
227491,000000227491.jpg,640,480,6,bench|bottle|donut|person|sandwich,http://images.cocodataset.org/val2017/000000227491.jpg,original_coco300
227511,000000227511.jpg,500,375,7,car|fire hydrant,http://images.cocodataset.org/val2017/000000227511.jpg,original_coco300
228981,000000228981.jpg,640,480,2,cell phone,http://images.cocodataset.org/val2017/000000228981.jpg,original_coco300
229358,000000229358.jpg,640,423,10,bottle|bowl|cell phone|cup|person|sink|tie|toothbrush,http://images.cocodataset.org/val2017/000000229358.jpg,original_coco300
229753,000000229753.jpg,640,427,2,giraffe,http://images.cocodataset.org/val2017/000000229753.jpg,original_coco300
229997,000000229997.jpg,640,427,6,bear|bird,http://images.cocodataset.org/val2017/000000229997.jpg,original_coco300
231097,000000231097.jpg,640,480,11,bowl|broccoli|carrot|cup|dining table|fork,http://images.cocodataset.org/val2017/000000231097.jpg,original_coco300
231879,000000231879.jpg,640,426,9,cake|chair|dining table|person,http://images.cocodataset.org/val2017/000000231879.jpg,original_coco300
232649,000000232649.jpg,375,500,3,person|sink|toilet,http://images.cocodataset.org/val2017/000000232649.jpg,original_coco300
232692,000000232692.jpg,640,425,9,person|surfboard,http://images.cocodataset.org/val2017/000000232692.jpg,original_coco300
234366,000000234366.jpg,480,640,1,clock,http://images.cocodataset.org/val2017/000000234366.jpg,original_coco300
236592,000000236592.jpg,640,480,2,dog|oven,http://images.cocodataset.org/val2017/000000236592.jpg,original_coco300
236690,000000236690.jpg,640,399,1,bird,http://images.cocodataset.org/val2017/000000236690.jpg,original_coco300
237984,000000237984.jpg,640,427,2,bench|chair,http://images.cocodataset.org/val2017/000000237984.jpg,original_coco300
241297,000000241297.jpg,640,428,1,train,http://images.cocodataset.org/val2017/000000241297.jpg,original_coco300
242060,000000242060.jpg,640,459,12,cake|cup|dining table|spoon,http://images.cocodataset.org/val2017/000000242060.jpg,original_coco300
242724,000000242724.jpg,640,480,4,horse|person,http://images.cocodataset.org/val2017/000000242724.jpg,original_coco300
245026,000000245026.jpg,640,424,4,book|cake|cup|person,http://images.cocodataset.org/val2017/000000245026.jpg,original_coco300
246883,000000246883.jpg,640,480,4,person|surfboard,http://images.cocodataset.org/val2017/000000246883.jpg,original_coco300
249786,000000249786.jpg,640,428,12,person|skis,http://images.cocodataset.org/val2017/000000249786.jpg,original_coco300
251824,000000251824.jpg,500,375,3,book|person|scissors,http://images.cocodataset.org/val2017/000000251824.jpg,original_coco300
253819,000000253819.jpg,640,427,2,person|skateboard,http://images.cocodataset.org/val2017/000000253819.jpg,original_coco300
255718,000000255718.jpg,480,640,1,fire hydrant,http://images.cocodataset.org/val2017/000000255718.jpg,original_coco300
255749,000000255749.jpg,640,424,5,bus|person,http://images.cocodataset.org/val2017/000000255749.jpg,original_coco300
260261,000000260261.jpg,426,640,4,knife|person|truck,http://images.cocodataset.org/val2017/000000260261.jpg,original_coco300
260470,000000260470.jpg,640,427,22,cake|car|donut|person,http://images.cocodataset.org/val2017/000000260470.jpg,original_coco300
267940,000000267940.jpg,640,480,2,bench|boat,http://images.cocodataset.org/val2017/000000267940.jpg,original_coco300
274411,000000274411.jpg,426,640,5,car|person|sports ball|tennis racket,http://images.cocodataset.org/val2017/000000274411.jpg,original_coco300
274460,000000274460.jpg,640,454,20,backpack|bicycle|person|surfboard,http://images.cocodataset.org/val2017/000000274460.jpg,original_coco300
277584,000000277584.jpg,640,480,2,bench|cat,http://images.cocodataset.org/val2017/000000277584.jpg,original_coco300
279769,000000279769.jpg,640,480,2,banana|dining table,http://images.cocodataset.org/val2017/000000279769.jpg,original_coco300
279887,000000279887.jpg,640,427,10,motorcycle,http://images.cocodataset.org/val2017/000000279887.jpg,original_coco300
280779,000000280779.jpg,640,501,3,backpack|person|skis,http://images.cocodataset.org/val2017/000000280779.jpg,original_coco300
281409,000000281409.jpg,640,427,19,baseball bat|baseball glove|chair|person,http://images.cocodataset.org/val2017/000000281409.jpg,original_coco300
281447,000000281447.jpg,640,421,3,horse,http://images.cocodataset.org/val2017/000000281447.jpg,original_coco300
281754,000000281754.jpg,419,640,4,handbag|person|umbrella,http://images.cocodataset.org/val2017/000000281754.jpg,original_coco300
283412,000000283412.jpg,640,427,3,bed|cup|dog,http://images.cocodataset.org/val2017/000000283412.jpg,original_coco300
283717,000000283717.jpg,640,480,3,microwave|oven,http://images.cocodataset.org/val2017/000000283717.jpg,original_coco300
289417,000000289417.jpg,500,375,12,bench|person|skis,http://images.cocodataset.org/val2017/000000289417.jpg,original_coco300
289938,000000289938.jpg,640,426,27,bottle|car|handbag|hot dog|person|umbrella,http://images.cocodataset.org/val2017/000000289938.jpg,original_coco300
290771,000000290771.jpg,640,477,17,book|chair|couch|cup|dining table|tv,http://images.cocodataset.org/val2017/000000290771.jpg,original_coco300
294163,000000294163.jpg,429,640,2,clock,http://images.cocodataset.org/val2017/000000294163.jpg,original_coco300
294350,000000294350.jpg,640,425,13,banana|bottle|bowl|oven|person,http://images.cocodataset.org/val2017/000000294350.jpg,original_coco300
295797,000000295797.jpg,427,640,2,clock,http://images.cocodataset.org/val2017/000000295797.jpg,original_coco300
297562,000000297562.jpg,640,480,15,car|chair|person|scissors,http://images.cocodataset.org/val2017/000000297562.jpg,original_coco300
300233,000000300233.jpg,640,489,4,bottle|bowl|spoon,http://images.cocodataset.org/val2017/000000300233.jpg,original_coco300
304817,000000304817.jpg,640,480,1,snowboard,http://images.cocodataset.org/val2017/000000304817.jpg,original_coco300
306700,000000306700.jpg,480,640,4,dining table|fork|person|pizza,http://images.cocodataset.org/val2017/000000306700.jpg,original_coco300
306893,000000306893.jpg,500,368,21,fire hydrant|motorcycle|person|traffic light|train,http://images.cocodataset.org/val2017/000000306893.jpg,original_coco300
307658,000000307658.jpg,589,640,1,bear,http://images.cocodataset.org/val2017/000000307658.jpg,original_coco300
308394,000000308394.jpg,640,428,4,bench|handbag|person|umbrella,http://images.cocodataset.org/val2017/000000308394.jpg,original_coco300
308793,000000308793.jpg,640,480,4,backpack|person|skis,http://images.cocodataset.org/val2017/000000308793.jpg,original_coco300
311295,000000311295.jpg,640,427,10,giraffe|zebra,http://images.cocodataset.org/val2017/000000311295.jpg,original_coco300
314251,000000314251.jpg,640,480,21,car|motorcycle|person,http://images.cocodataset.org/val2017/000000314251.jpg,original_coco300
315219,000000315219.jpg,333,500,1,hair drier,http://images.cocodataset.org/val2017/000000315219.jpg,original_coco300
318080,000000318080.jpg,640,480,2,bear,http://images.cocodataset.org/val2017/000000318080.jpg,original_coco300
318114,000000318114.jpg,385,308,6,bowl|cake|cup|dining table|fork|orange,http://images.cocodataset.org/val2017/000000318114.jpg,original_coco300
321790,000000321790.jpg,640,427,2,person|tennis racket,http://images.cocodataset.org/val2017/000000321790.jpg,original_coco300
322574,000000322574.jpg,640,480,4,bowl|cup|hot dog|sandwich,http://images.cocodataset.org/val2017/000000322574.jpg,original_coco300
324258,000000324258.jpg,640,480,21,book|bottle|couch|laptop|person|remote,http://images.cocodataset.org/val2017/000000324258.jpg,original_coco300
326174,000000326174.jpg,640,480,12,person|surfboard,http://images.cocodataset.org/val2017/000000326174.jpg,original_coco300
326248,000000326248.jpg,640,427,19,chair|person|tennis racket|umbrella,http://images.cocodataset.org/val2017/000000326248.jpg,original_coco300
328030,000000328030.jpg,425,640,5,teddy bear,http://images.cocodataset.org/val2017/000000328030.jpg,original_coco300
328238,000000328238.jpg,640,426,13,backpack|bench|chair|frisbee|person,http://images.cocodataset.org/val2017/000000328238.jpg,original_coco300
329219,000000329219.jpg,640,427,21,cup|dog|fork|knife|person|sink|spoon,http://images.cocodataset.org/val2017/000000329219.jpg,original_coco300
330369,000000330369.jpg,500,335,4,bird|boat|person,http://images.cocodataset.org/val2017/000000330369.jpg,original_coco300
332351,000000332351.jpg,640,426,21,person|surfboard,http://images.cocodataset.org/val2017/000000332351.jpg,original_coco300
333772,000000333772.jpg,500,375,8,cat|chair|cup|keyboard|mouse|tv,http://images.cocodataset.org/val2017/000000333772.jpg,original_coco300
334006,000000334006.jpg,640,426,5,car|person|stop sign|truck,http://images.cocodataset.org/val2017/000000334006.jpg,original_coco300
336587,000000336587.jpg,640,480,2,stop sign|truck,http://images.cocodataset.org/val2017/000000336587.jpg,original_coco300
338625,000000338625.jpg,640,480,14,bicycle|bus|car|handbag|person,http://images.cocodataset.org/val2017/000000338625.jpg,original_coco300
340015,000000340015.jpg,640,480,2,dining table|pizza,http://images.cocodataset.org/val2017/000000340015.jpg,original_coco300
340451,000000340451.jpg,640,424,2,bench|person,http://images.cocodataset.org/val2017/000000340451.jpg,original_coco300
345941,000000345941.jpg,640,640,3,person|spoon,http://images.cocodataset.org/val2017/000000345941.jpg,original_coco300
352491,000000352491.jpg,640,480,6,person|train,http://images.cocodataset.org/val2017/000000352491.jpg,original_coco300
354307,000000354307.jpg,500,375,1,person,http://images.cocodataset.org/val2017/000000354307.jpg,original_coco300
356248,000000356248.jpg,478,640,22,bottle|bowl|chair|cup|dining table|person|potted plant|spoon,http://images.cocodataset.org/val2017/000000356248.jpg,original_coco300
357238,000000357238.jpg,427,640,2,kite|person,http://images.cocodataset.org/val2017/000000357238.jpg,original_coco300
361268,000000361268.jpg,640,480,1,cow,http://images.cocodataset.org/val2017/000000361268.jpg,original_coco300
363188,000000363188.jpg,640,425,18,backpack|bottle|car|cell phone|person,http://images.cocodataset.org/val2017/000000363188.jpg,original_coco300
369675,000000369675.jpg,640,429,8,clock|person|train,http://images.cocodataset.org/val2017/000000369675.jpg,original_coco300
370042,000000370042.jpg,640,356,13,vase,http://images.cocodataset.org/val2017/000000370042.jpg,original_coco300
377239,000000377239.jpg,640,427,6,bottle|handbag|person|umbrella,http://images.cocodataset.org/val2017/000000377239.jpg,original_coco300
377368,000000377368.jpg,640,481,9,bench|cake|cup|dining table|handbag|person,http://images.cocodataset.org/val2017/000000377368.jpg,original_coco300
377588,000000377588.jpg,640,427,10,baseball bat|baseball glove|person,http://images.cocodataset.org/val2017/000000377588.jpg,original_coco300
377814,000000377814.jpg,640,480,6,donut,http://images.cocodataset.org/val2017/000000377814.jpg,original_coco300
378454,000000378454.jpg,427,640,2,frisbee|person,http://images.cocodataset.org/val2017/000000378454.jpg,original_coco300
382125,000000382125.jpg,640,480,27,chair|cup|dining table|person|pizza,http://images.cocodataset.org/val2017/000000382125.jpg,original_coco300
383676,000000383676.jpg,640,480,2,giraffe,http://images.cocodataset.org/val2017/000000383676.jpg,original_coco300
384670,000000384670.jpg,640,480,4,person|sports ball|tennis racket,http://images.cocodataset.org/val2017/000000384670.jpg,original_coco300
386134,000000386134.jpg,612,612,1,broccoli,http://images.cocodataset.org/val2017/000000386134.jpg,original_coco300
387098,000000387098.jpg,640,480,24,book|bottle|cup|keyboard|laptop|mouse|remote|spoon|tv,http://images.cocodataset.org/val2017/000000387098.jpg,original_coco300
389381,000000389381.jpg,640,543,6,apple|bowl|broccoli|carrot|dining table,http://images.cocodataset.org/val2017/000000389381.jpg,original_coco300
390555,000000390555.jpg,640,435,25,handbag|person|tie,http://images.cocodataset.org/val2017/000000390555.jpg,original_coco300
392818,000000392818.jpg,500,451,1,dog,http://images.cocodataset.org/val2017/000000392818.jpg,original_coco300
394677,000000394677.jpg,500,375,12,cell phone|couch|handbag|person,http://images.cocodataset.org/val2017/000000394677.jpg,original_coco300
396205,000000396205.jpg,425,640,2,cow,http://images.cocodataset.org/val2017/000000396205.jpg,original_coco300
397303,000000397303.jpg,640,480,38,chair|dining table|handbag|laptop|person|tie,http://images.cocodataset.org/val2017/000000397303.jpg,original_coco300
397639,000000397639.jpg,640,480,2,sheep,http://images.cocodataset.org/val2017/000000397639.jpg,original_coco300
399560,000000399560.jpg,640,478,2,cat|laptop,http://images.cocodataset.org/val2017/000000399560.jpg,original_coco300
399655,000000399655.jpg,500,375,2,couch|dog,http://images.cocodataset.org/val2017/000000399655.jpg,original_coco300
403122,000000403122.jpg,427,640,16,chair|person|sports ball|tennis racket,http://images.cocodataset.org/val2017/000000403122.jpg,original_coco300
404191,000000404191.jpg,375,500,1,refrigerator,http://images.cocodataset.org/val2017/000000404191.jpg,original_coco300
404484,000000404484.jpg,320,240,5,dog|person|potted plant|teddy bear|tv,http://images.cocodataset.org/val2017/000000404484.jpg,original_coco300
406570,000000406570.jpg,427,640,7,apple|orange,http://images.cocodataset.org/val2017/000000406570.jpg,original_coco300
407646,000000407646.jpg,500,400,3,person|sports ball|tennis racket,http://images.cocodataset.org/val2017/000000407646.jpg,original_coco300
409542,000000409542.jpg,428,640,8,clock|person,http://images.cocodataset.org/val2017/000000409542.jpg,original_coco300
410456,000000410456.jpg,640,480,11,person|surfboard,http://images.cocodataset.org/val2017/000000410456.jpg,original_coco300
414034,000000414034.jpg,640,480,5,bed|bottle|cup|person|remote,http://images.cocodataset.org/val2017/000000414034.jpg,original_coco300
416534,000000416534.jpg,640,355,18,book|chair|couch|potted plant|tv,http://images.cocodataset.org/val2017/000000416534.jpg,original_coco300
425390,000000425390.jpg,500,375,2,cat|laptop,http://images.cocodataset.org/val2017/000000425390.jpg,original_coco300
425906,000000425906.jpg,463,640,14,person|snowboard,http://images.cocodataset.org/val2017/000000425906.jpg,original_coco300
427077,000000427077.jpg,344,500,2,baseball bat|person,http://images.cocodataset.org/val2017/000000427077.jpg,original_coco300
427655,000000427655.jpg,427,640,14,book|bus|car|horse|person,http://images.cocodataset.org/val2017/000000427655.jpg,original_coco300
429281,000000429281.jpg,480,640,18,apple|banana|orange,http://images.cocodataset.org/val2017/000000429281.jpg,original_coco300
434996,000000434996.jpg,500,375,5,bed|cat|teddy bear,http://images.cocodataset.org/val2017/000000434996.jpg,original_coco300
436617,000000436617.jpg,640,425,33,bench|chair|cup|dining table|handbag|person|wine glass,http://images.cocodataset.org/val2017/000000436617.jpg,original_coco300
